Severity,Start_Time,Weather_Condition,Visibility(mi),Temperature(F),Humidity(%),Pressure(in),Wind_Speed(mph),State,End_Time
3,2022-10-15 18:24:00,Cloudy,2.2,50.2,37.4,28.57,15.2,PA,2022-10-15 18:52:00
4,2022-10-23 17:20:00,Haze,9.5,30.6,34.7,29.73,25.8,NY,2022-10-23 18:52:00
4,2022-04-09 09:47:00,Haze,0.4,46.1,81.8,29.6,25.3,NC,2022-04-09 11:06:00
1,2022-10-20 08:41:00,Smoke,9.7,59.4,40.4,28.62,26.3,CA,2022-10-20 10:10:00
4,2022-01-09 13:36:00,Fog,1.7,38.5,35.4,28.42,23.1,CA,2022-01-09 14:29:00
1,2022-10-20 02:28:00,Thunderstorm,8.2,37.3,50.2,30.28,25.3,IL,2022-10-20 02:43:00
2,2022-02-27 02:12:00,Snow,2.9,92.8,51.4,28.97,5.3,IL,2022-02-27 03:55:00
4,2022-02-01 15:51:00,Rain,3.6,71.0,89.9,28.73,9.1,GA,2022-02-01 17:15:00
4,2022-10-25 16:30:00,Cloudy,2.3,95.4,69.5,30.21,7.3,OH,2022-10-25 17:12:00
2,2022-07-20 22:52:00,Snow,5.9,54.2,52.5,30.21,22.3,FL,2022-07-21 00:39:00
2,2022-01-11 00:29:00,Cloudy,3.6,77.4,62.8,28.83,4.6,GA,2022-01-11 01:05:00
2,2022-02-28 12:54:00,Cloudy,6.6,44.3,96.3,30.62,5.5,NY,2022-02-28 14:30:00
4,2022-09-20 07:21:00,Cloudy,0.4,73.3,29.1,30.06,26.4,FL,2022-09-20 07:35:00
3,2022-05-08 20:07:00,Rain,0.8,39.1,36.6,29.04,21.2,TX,2022-05-08 20:22:00
3,2022-08-18 22:00:00,Snow,1.2,30.1,97.0,29.28,26.3,NC,2022-08-18 22:39:00
3,2022-05-28 04:59:00,Clear,4.3,95.2,96.6,30.18,4.2,OH,2022-05-28 05:23:00
4,2022-01-26 21:50:00,Clear,8.2,68.8,34.2,28.63,12.0,IL,2022-01-26 22:43:00
2,2022-05-19 19:39:00,Rain,8.9,94.9,31.6,29.41,8.5,NC,2022-05-19 21:15:00
4,2022-10-25 13:12:00,Haze,2.6,53.4,53.7,29.96,0.3,FL,2022-10-25 14:57:00
2,2022-05-25 02:20:00,Rain,5.8,52.9,24.0,29.62,8.5,PA,2022-05-25 03:46:00
4,2022-03-11 08:22:00,Thunderstorm,7.7,58.0,72.4,29.82,11.4,GA,2022-03-11 08:46:00
4,2022-07-29 01:13:00,Cloudy,3.0,79.4,26.2,29.64,2.8,NC,2022-07-29 02:52:00
2,2022-08-06 18:12:00,Snow,4.2,69.6,24.6,28.6,17.0,NY,2022-08-06 19:06:00
3,2022-09-16 18:46:00,Snow,5.3,94.8,58.8,29.23,11.5,CA,2022-09-16 19:31:00
2,2022-10-26 21:43:00,Fog,1.5,31.8,96.6,29.6,1.4,GA,2022-10-26 22:34:00
1,2022-09-13 12:48:00,Fog,0.5,79.6,54.1,30.34,21.1,MI,2022-09-13 13:06:00
1,2022-06-04 14:03:00,Smoke,1.7,53.1,48.5,29.96,21.9,FL,2022-06-04 14:19:00
2,2022-01-30 11:18:00,Clear,6.3,42.6,99.8,29.28,25.0,PA,2022-01-30 11:23:00
4,2022-06-17 16:42:00,Fog,0.9,65.7,62.6,30.92,14.6,NY,2022-06-17 17:26:00
1,2022-12-10 09:16:00,Fog,2.1,65.4,50.0,28.32,29.1,PA,2022-12-10 10:17:00
1,2022-12-01 03:13:00,Clear,3.5,39.6,50.9,28.62,27.4,FL,2022-12-01 04:04:00
4,2022-05-25 00:14:00,Thunderstorm,1.0,44.1,35.6,29.02,16.5,OH,2022-05-25 01:56:00
4,2022-08-23 13:26:00,Haze,2.1,58.6,61.0,28.69,13.3,TX,2022-08-23 14:05:00
3,2022-12-15 13:55:00,Clear,9.1,58.6,55.1,29.88,0.1,IL,2022-12-15 14:13:00
4,2022-02-26 21:48:00,Haze,0.4,52.2,41.7,28.12,21.3,FL,2022-02-26 22:09:00
2,2022-06-26 20:17:00,Smoke,6.6,40.4,32.8,28.53,16.9,IL,2022-06-26 20:33:00
2,2022-07-19 19:40:00,Fog,4.0,30.3,44.9,28.88,28.1,FL,2022-07-19 20:08:00
3,2022-01-29 03:24:00,Snow,6.8,97.9,60.7,30.05,17.8,NC,2022-01-29 04:24:00
1,2022-04-18 05:24:00,Fog,6.0,96.0,24.7,30.63,29.8,GA,2022-04-18 06:26:00
1,2022-03-18 12:00:00,Cloudy,2.4,63.9,32.3,30.4,25.6,TX,2022-03-18 13:16:00
4,2022-04-12 23:16:00,Smoke,8.5,99.7,95.8,28.55,28.6,GA,2022-04-13 00:32:00
2,2022-11-30 22:51:00,Haze,5.0,77.2,63.4,29.7,9.8,GA,2022-12-01 00:01:00
1,2022-04-27 06:42:00,Haze,8.3,34.8,25.1,28.09,4.5,MI,2022-04-27 07:39:00
3,2022-09-25 07:03:00,Cloudy,4.2,38.2,75.4,28.93,23.9,FL,2022-09-25 07:21:00
3,2022-07-07 01:48:00,Cloudy,9.8,94.1,24.9,30.42,23.6,MI,2022-07-07 01:56:00
2,2022-03-01 09:01:00,Thunderstorm,7.8,74.1,79.1,29.37,6.3,IL,2022-03-01 09:17:00
3,2022-03-23 13:30:00,Rain,9.7,89.0,80.0,28.45,22.9,TX,2022-03-23 14:20:00
3,2022-07-13 19:40:00,Cloudy,5.2,92.9,72.1,29.32,17.5,MI,2022-07-13 20:55:00
2,2022-12-08 18:14:00,Haze,4.8,61.4,78.6,28.59,3.3,PA,2022-12-08 18:30:00
4,2022-05-20 08:18:00,Snow,7.6,33.4,27.0,29.18,15.1,TX,2022-05-20 09:39:00
4,2022-09-22 06:52:00,Haze,8.8,43.2,78.1,29.46,27.9,NY,2022-09-22 08:13:00
3,2022-07-12 14:34:00,Haze,9.6,34.7,30.9,29.05,15.2,FL,2022-07-12 16:19:00
4,2022-04-28 21:06:00,Thunderstorm,3.4,43.2,47.2,30.81,23.7,CA,2022-04-28 21:52:00
4,2022-12-27 01:07:00,Rain,8.0,58.7,95.4,29.69,0.9,GA,2022-12-27 03:02:00
3,2022-03-11 11:05:00,Rain,2.3,38.3,60.2,30.53,21.8,GA,2022-03-11 11:59:00
4,2022-10-13 09:09:00,Cloudy,5.5,41.7,97.4,30.28,28.4,CA,2022-10-13 09:15:00
3,2022-04-15 23:12:00,Smoke,2.0,61.2,27.1,29.98,15.0,PA,2022-04-15 23:54:00
1,2022-12-11 00:56:00,Fog,3.6,53.8,58.2,29.49,10.1,CA,2022-12-11 01:53:00
2,2022-05-09 02:44:00,Haze,9.3,62.7,25.0,28.01,19.4,NC,2022-05-09 03:38:00
2,2022-05-12 23:23:00,Clear,1.6,60.0,70.4,29.84,27.5,CA,2022-05-13 01:07:00
4,2022-02-15 11:20:00,Fog,6.4,75.1,26.3,29.07,5.3,FL,2022-02-15 11:35:00
4,2022-08-07 19:44:00,Fog,6.0,95.6,34.0,28.35,12.1,NC,2022-08-07 21:21:00
4,2022-06-12 22:22:00,Rain,1.4,37.6,40.7,29.33,4.7,CA,2022-06-13 00:22:00
2,2022-10-29 15:28:00,Rain,3.4,36.9,79.9,30.21,14.9,TX,2022-10-29 16:44:00
1,2022-10-19 23:46:00,Thunderstorm,5.7,89.7,33.1,30.89,16.2,NY,2022-10-20 01:46:00
1,2022-03-24 14:02:00,Thunderstorm,2.0,65.4,87.7,29.12,28.3,OH,2022-03-24 14:38:00
2,2022-12-25 17:36:00,Rain,8.0,83.6,30.6,29.63,12.4,GA,2022-12-25 18:54:00
1,2022-11-02 07:08:00,Snow,9.7,45.1,22.8,30.55,17.0,CA,2022-11-02 08:19:00
2,2022-08-01 12:20:00,Snow,2.3,88.0,51.6,29.0,26.6,CA,2022-08-01 12:46:00
1,2022-02-28 15:13:00,Clear,2.0,94.7,98.4,28.43,9.6,IL,2022-02-28 16:45:00
3,2022-02-21 04:24:00,Rain,4.7,74.5,28.8,28.85,20.2,GA,2022-02-21 05:17:00
3,2022-06-15 12:46:00,Cloudy,7.5,37.4,28.1,30.7,22.7,CA,2022-06-15 13:12:00
2,2022-08-14 00:58:00,Thunderstorm,3.0,92.7,80.1,28.48,9.9,FL,2022-08-14 01:20:00
1,2022-02-14 08:48:00,Rain,0.4,85.5,45.0,28.99,4.9,PA,2022-02-14 09:27:00
4,2022-05-29 07:56:00,Snow,5.5,82.6,77.4,29.39,15.1,CA,2022-05-29 08:39:00
1,2022-02-17 13:55:00,Rain,9.6,32.6,36.0,30.54,10.7,FL,2022-02-17 14:34:00
3,2022-10-17 09:40:00,Snow,4.0,85.9,56.8,30.81,8.0,CA,2022-10-17 10:48:00
3,2022-07-06 22:49:00,Rain,4.3,39.7,41.2,29.28,29.2,NY,2022-07-06 23:12:00
1,2022-04-25 04:37:00,Haze,9.7,45.6,56.1,30.8,15.1,NC,2022-04-25 04:50:00
1,2022-05-12 04:49:00,Cloudy,7.0,70.4,81.5,28.48,25.7,IL,2022-05-12 05:15:00
4,2022-04-05 22:14:00,Smoke,7.2,48.5,81.0,28.47,5.9,FL,2022-04-05 23:14:00
4,2022-06-17 17:40:00,Clear,5.7,76.3,61.3,30.85,28.2,MI,2022-06-17 18:20:00
1,2022-06-21 03:56:00,Haze,9.8,72.6,94.3,29.53,23.8,OH,2022-06-21 04:54:00
1,2022-09-11 03:34:00,Cloudy,7.0,37.6,41.1,28.56,24.3,PA,2022-09-11 04:17:00
1,2022-09-07 07:20:00,Snow,9.0,75.9,39.2,29.46,11.7,NC,2022-09-07 08:26:00
1,2022-10-23 18:30:00,Thunderstorm,7.1,94.7,69.1,30.35,14.6,NY,2022-10-23 20:15:00
2,2022-01-16 23:15:00,Thunderstorm,7.4,41.3,69.7,30.48,17.8,NY,2022-01-16 23:29:00
1,2022-11-03 08:48:00,Fog,3.0,71.8,23.7,30.59,23.7,NC,2022-11-03 09:39:00
4,2022-02-19 03:59:00,Cloudy,3.2,53.9,68.6,29.71,25.5,TX,2022-02-19 04:36:00
3,2022-12-13 20:31:00,Rain,7.9,62.2,50.0,30.6,2.3,MI,2022-12-13 21:07:00
2,2022-01-26 21:16:00,Clear,3.1,50.1,79.8,29.53,27.1,TX,2022-01-26 22:53:00
1,2022-05-17 21:27:00,Rain,5.7,54.8,84.6,29.82,28.1,NC,2022-05-17 22:52:00
3,2022-08-08 23:19:00,Rain,2.6,32.0,64.2,30.28,17.8,OH,2022-08-09 00:27:00
2,2022-12-07 04:18:00,Cloudy,8.2,98.7,20.1,29.28,5.6,IL,2022-12-07 05:39:00
3,2022-12-16 11:36:00,Smoke,1.3,73.7,70.9,28.22,24.6,IL,2022-12-16 12:59:00
1,2022-01-08 07:14:00,Clear,8.3,65.0,79.9,29.05,16.5,NC,2022-01-08 07:44:00
1,2022-02-02 22:56:00,Fog,6.1,56.9,39.9,29.87,24.5,MI,2022-02-02 23:59:00
4,2022-01-06 00:33:00,Haze,2.0,67.8,57.2,28.58,24.4,IL,2022-01-06 00:51:00
1,2022-07-02 19:26:00,Rain,5.5,56.6,97.3,28.45,2.6,NC,2022-07-02 19:48:00
1,2022-02-15 22:13:00,Clear,3.0,55.2,43.8,28.88,18.2,GA,2022-02-15 22:56:00
2,2022-11-29 05:29:00,Fog,3.4,62.5,37.9,28.1,14.5,PA,2022-11-29 05:34:00
4,2022-10-05 09:52:00,Haze,3.6,49.3,36.9,30.23,28.4,IL,2022-10-05 10:47:00
2,2022-03-17 11:24:00,Rain,0.8,42.6,64.7,28.78,8.9,IL,2022-03-17 12:11:00
3,2022-08-16 01:04:00,Clear,9.9,69.0,96.0,28.37,6.2,IL,2022-08-16 02:56:00
1,2022-12-29 13:56:00,Haze,0.5,89.0,68.7,30.1,26.9,CA,2022-12-29 15:20:00
3,2022-05-26 07:52:00,Cloudy,6.7,40.7,44.3,30.53,4.5,IL,2022-05-26 08:45:00
2,2022-10-30 11:43:00,Smoke,3.8,32.3,71.1,28.06,20.6,FL,2022-10-30 13:30:00
1,2022-06-03 11:14:00,Thunderstorm,6.5,47.3,70.0,28.7,9.0,PA,2022-06-03 13:09:00
1,2022-03-30 14:42:00,Thunderstorm,3.7,98.6,67.8,30.84,17.0,NC,2022-03-30 15:29:00
2,2022-10-22 01:51:00,Rain,6.8,88.0,32.8,29.16,18.5,FL,2022-10-22 02:52:00
2,2022-07-29 09:17:00,Rain,7.3,71.7,70.8,30.82,12.5,CA,2022-07-29 10:04:00
2,2022-07-31 22:03:00,Haze,7.0,95.0,54.4,28.82,29.2,GA,2022-07-31 23:03:00
2,2022-05-15 12:11:00,Clear,1.3,61.2,21.5,28.65,4.0,NC,2022-05-15 14:00:00
2,2022-07-13 04:27:00,Thunderstorm,6.6,98.8,63.2,28.64,11.7,MI,2022-07-13 06:17:00
1,2022-11-01 16:28:00,Rain,2.9,50.7,99.1,28.26,12.9,NY,2022-11-01 18:23:00
2,2022-06-11 08:42:00,Fog,0.5,46.8,48.0,30.69,18.9,MI,2022-06-11 10:10:00
1,2022-05-17 19:28:00,Rain,4.3,74.7,97.2,30.94,12.2,IL,2022-05-17 20:49:00
1,2022-07-15 09:43:00,Thunderstorm,4.4,56.5,27.7,30.86,2.9,FL,2022-07-15 10:05:00
2,2022-04-09 06:08:00,Snow,4.8,73.8,78.6,30.56,28.4,GA,2022-04-09 06:51:00
2,2022-07-03 08:19:00,Smoke,7.1,51.3,29.1,30.54,12.5,FL,2022-07-03 09:05:00
4,2022-12-22 20:47:00,Thunderstorm,3.2,73.3,41.9,29.98,10.3,NY,2022-12-22 22:09:00
1,2022-12-10 22:48:00,Fog,3.3,49.3,65.7,30.48,13.4,MI,2022-12-11 00:21:00
2,2022-10-05 01:28:00,Clear,0.8,33.6,67.4,28.63,6.5,OH,2022-10-05 01:58:00
2,2022-11-30 07:29:00,Fog,6.9,93.8,82.0,29.16,3.0,TX,2022-11-30 08:35:00
2,2022-05-26 04:57:00,Snow,5.8,91.8,69.2,29.92,4.5,CA,2022-05-26 05:42:00
4,2022-10-02 00:09:00,Snow,3.6,98.0,67.5,30.62,5.0,NY,2022-10-02 00:36:00
4,2022-05-20 12:39:00,Rain,7.1,80.2,93.0,29.98,5.9,GA,2022-05-20 13:34:00
3,2022-01-08 11:54:00,Rain,5.5,77.8,56.2,30.52,12.6,CA,2022-01-08 12:39:00
1,2022-05-19 13:42:00,Thunderstorm,4.8,69.1,38.0,29.42,18.7,MI,2022-05-19 14:24:00
3,2022-08-23 18:34:00,Cloudy,5.2,38.8,32.9,30.15,18.9,FL,2022-08-23 20:13:00
2,2022-01-29 23:08:00,Smoke,6.4,43.2,52.0,30.94,0.0,NY,2022-01-30 00:41:00
4,2022-05-02 03:49:00,Fog,6.7,50.3,77.0,28.46,27.6,NY,2022-05-02 05:15:00
4,2022-09-05 05:12:00,Thunderstorm,3.0,92.3,23.4,30.78,24.7,FL,2022-09-05 06:19:00
3,2022-10-11 18:54:00,Cloudy,1.6,42.1,30.3,29.57,28.9,FL,2022-10-11 20:12:00
4,2022-04-24 13:43:00,Thunderstorm,1.7,94.6,28.5,29.93,10.8,OH,2022-04-24 15:28:00
2,2022-09-16 00:37:00,Smoke,6.5,66.6,66.8,30.63,19.9,GA,2022-09-16 01:13:00
4,2022-12-14 04:44:00,Smoke,8.8,80.1,39.4,29.23,5.0,MI,2022-12-14 05:30:00
3,2022-02-07 15:33:00,Snow,4.2,37.7,33.3,29.26,24.5,NY,2022-02-07 16:26:00
2,2022-06-15 18:17:00,Rain,1.9,48.8,67.4,29.58,4.8,GA,2022-06-15 18:57:00
3,2022-08-30 04:48:00,Rain,7.6,97.1,80.9,28.06,9.8,GA,2022-08-30 06:37:00
4,2022-01-04 18:35:00,Smoke,8.4,48.6,46.6,29.49,14.7,PA,2022-01-04 20:20:00
3,2022-04-07 22:05:00,Thunderstorm,8.8,50.8,66.3,28.87,17.8,CA,2022-04-07 23:00:00
3,2022-05-22 04:19:00,Smoke,6.1,43.8,27.8,30.78,16.8,OH,2022-05-22 05:10:00
1,2022-07-16 04:53:00,Rain,8.6,39.0,94.8,28.26,3.1,OH,2022-07-16 05:12:00
4,2022-01-22 20:58:00,Clear,0.4,46.3,47.0,29.38,12.7,IL,2022-01-22 22:15:00
4,2022-07-13 19:18:00,Thunderstorm,1.3,75.0,99.8,30.84,27.7,PA,2022-07-13 19:48:00
3,2022-01-30 17:02:00,Snow,1.1,61.9,98.3,30.7,26.2,NC,2022-01-30 18:22:00
1,2022-11-07 20:28:00,Haze,7.2,68.8,82.3,30.1,17.7,FL,2022-11-07 21:42:00
4,2022-02-12 01:21:00,Thunderstorm,0.9,38.6,21.6,29.77,17.2,NY,2022-02-12 01:49:00
2,2022-11-23 16:40:00,Thunderstorm,5.1,86.1,63.5,28.84,3.4,NC,2022-11-23 18:12:00
3,2022-11-19 14:15:00,Rain,4.8,84.9,26.9,29.1,6.0,MI,2022-11-19 15:58:00
4,2022-12-08 19:52:00,Snow,3.2,31.5,91.6,28.27,7.6,TX,2022-12-08 21:07:00
2,2022-07-28 13:18:00,Thunderstorm,8.7,56.8,83.2,30.36,14.6,NC,2022-07-28 13:26:00
4,2022-02-09 06:52:00,Rain,1.9,34.8,97.8,28.97,21.9,IL,2022-02-09 08:30:00
2,2022-10-09 10:17:00,Smoke,3.7,85.4,68.7,30.0,13.8,FL,2022-10-09 11:21:00
3,2022-10-17 04:43:00,Fog,7.8,81.6,61.8,29.07,3.8,GA,2022-10-17 06:18:00
4,2022-01-26 01:09:00,Snow,0.5,93.1,61.5,29.39,13.2,NC,2022-01-26 01:40:00
4,2022-09-27 09:02:00,Cloudy,6.8,46.5,50.9,29.67,4.9,CA,2022-09-27 10:03:00
1,2022-03-04 23:55:00,Clear,8.2,61.9,57.5,30.41,22.5,IL,2022-03-05 01:42:00
3,2022-02-19 03:53:00,Cloudy,9.3,42.9,70.8,28.63,5.0,NC,2022-02-19 04:35:00
2,2022-11-02 08:37:00,Haze,8.8,56.0,94.6,29.2,14.5,TX,2022-11-02 10:28:00
4,2022-10-07 20:33:00,Smoke,3.3,66.6,67.7,28.39,20.8,CA,2022-10-07 22:06:00
4,2022-04-09 20:01:00,Snow,5.9,33.7,88.6,28.23,6.8,GA,2022-04-09 20:14:00
2,2022-01-15 20:30:00,Thunderstorm,1.0,80.0,89.0,29.81,2.3,PA,2022-01-15 22:19:00
3,2022-01-15 03:29:00,Rain,2.7,68.0,61.5,28.57,16.9,TX,2022-01-15 05:22:00
1,2022-04-10 23:13:00,Haze,1.1,88.0,47.8,28.18,1.6,FL,2022-04-11 00:59:00
1,2022-07-08 16:51:00,Snow,3.3,49.0,71.2,30.69,17.6,IL,2022-07-08 18:37:00
4,2022-06-06 03:52:00,Clear,8.8,93.2,55.7,29.6,22.6,CA,2022-06-06 04:49:00
2,2022-11-21 16:23:00,Snow,3.6,99.9,26.5,28.4,9.9,TX,2022-11-21 17:54:00
4,2022-12-01 02:47:00,Haze,5.7,94.4,50.2,28.16,14.7,CA,2022-12-01 03:55:00
2,2022-12-01 06:43:00,Rain,4.4,84.5,99.5,28.36,27.9,OH,2022-12-01 07:05:00
1,2022-12-21 17:10:00,Cloudy,4.7,86.9,23.9,29.41,14.1,OH,2022-12-21 18:36:00
3,2022-02-02 15:33:00,Fog,9.7,70.2,75.7,30.01,29.9,MI,2022-02-02 16:16:00
2,2022-04-12 23:06:00,Cloudy,3.1,43.3,87.3,29.92,4.7,IL,2022-04-12 23:41:00
1,2022-02-24 05:53:00,Rain,6.3,77.4,71.9,28.43,21.3,MI,2022-02-24 06:30:00
4,2022-12-07 04:07:00,Haze,4.3,79.9,65.6,29.9,19.6,PA,2022-12-07 05:36:00
2,2022-01-25 12:02:00,Rain,0.8,99.0,76.6,29.21,26.2,FL,2022-01-25 12:26:00
3,2022-04-27 12:49:00,Smoke,5.0,67.9,54.3,29.39,2.8,TX,2022-04-27 14:25:00
4,2022-12-21 23:48:00,Clear,8.2,49.0,27.3,30.4,8.4,MI,2022-12-22 00:47:00
4,2022-12-07 17:23:00,Snow,1.2,77.9,97.0,29.0,4.0,NC,2022-12-07 19:09:00
1,2022-07-18 19:08:00,Smoke,0.9,98.6,54.6,28.44,28.0,TX,2022-07-18 20:01:00
2,2022-10-02 14:12:00,Snow,1.7,42.4,73.2,30.62,12.8,CA,2022-10-02 14:26:00
4,2022-09-30 13:55:00,Cloudy,7.7,52.8,62.5,28.64,27.3,NC,2022-09-30 14:57:00
3,2022-03-09 02:51:00,Haze,7.3,67.9,24.4,28.88,8.8,GA,2022-03-09 04:12:00
2,2022-06-21 05:09:00,Fog,5.7,41.9,96.2,30.12,3.8,GA,2022-06-21 06:15:00
3,2022-03-01 07:15:00,Fog,4.8,31.6,83.4,30.05,8.9,OH,2022-03-01 08:34:00
4,2022-09-30 14:53:00,Clear,8.9,53.6,31.9,30.4,17.9,NC,2022-09-30 15:49:00
3,2022-09-12 01:17:00,Rain,7.7,90.6,98.5,28.55,25.4,FL,2022-09-12 02:30:00
1,2022-03-01 05:23:00,Clear,8.2,33.0,79.0,29.06,11.6,GA,2022-03-01 06:32:00
3,2022-01-31 21:24:00,Snow,8.2,60.0,57.8,28.38,27.4,CA,2022-01-31 23:20:00
2,2022-03-04 14:15:00,Thunderstorm,6.5,83.4,68.9,29.62,7.3,CA,2022-03-04 15:48:00
3,2022-07-26 21:15:00,Thunderstorm,4.7,96.7,28.5,28.88,20.8,PA,2022-07-26 22:13:00
3,2022-12-18 04:14:00,Thunderstorm,8.7,99.0,64.8,30.07,22.1,GA,2022-12-18 05:28:00
1,2022-05-12 01:26:00,Rain,9.3,59.5,25.9,28.0,8.2,GA,2022-05-12 01:35:00
3,2022-11-02 09:16:00,Clear,0.4,96.5,63.6,28.18,0.8,MI,2022-11-02 11:02:00
3,2022-05-29 18:23:00,Smoke,0.7,32.5,64.2,29.3,11.0,CA,2022-05-29 19:14:00
4,2022-03-23 12:39:00,Haze,9.6,82.2,90.0,30.87,1.4,CA,2022-03-23 14:13:00
4,2022-12-25 01:29:00,Cloudy,2.9,75.0,78.0,30.67,27.0,NC,2022-12-25 03:28:00
2,2022-05-06 10:45:00,Snow,8.8,47.5,40.0,30.98,28.6,NC,2022-05-06 12:33:00
4,2022-03-31 19:44:00,Thunderstorm,4.0,65.5,91.1,29.25,22.1,OH,2022-03-31 20:57:00
4,2022-04-10 04:32:00,Haze,1.4,39.1,65.9,28.14,21.8,CA,2022-04-10 05:53:00
4,2022-07-19 22:26:00,Fog,1.0,91.0,68.5,28.92,7.2,MI,2022-07-19 23:52:00
4,2022-05-07 10:18:00,Smoke,1.7,55.1,33.5,30.03,2.2,TX,2022-05-07 10:33:00
1,2022-04-29 20:52:00,Clear,2.6,73.8,88.6,28.41,24.1,GA,2022-04-29 21:10:00
4,2022-04-05 10:56:00,Snow,5.0,41.1,94.5,28.9,16.8,GA,2022-04-05 12:39:00
1,2022-02-03 21:45:00,Snow,7.1,44.4,82.0,28.17,20.4,IL,2022-02-03 22:21:00
1,2022-01-10 15:17:00,Fog,9.9,99.4,95.3,29.42,23.4,TX,2022-01-10 16:46:00
4,2022-10-21 21:26:00,Smoke,4.5,82.7,44.2,28.63,12.3,FL,2022-10-21 22:56:00
3,2022-03-31 15:05:00,Fog,5.3,97.3,88.9,28.27,4.3,IL,2022-03-31 15:55:00
1,2022-09-09 05:16:00,Fog,5.3,50.7,59.1,29.23,23.9,FL,2022-09-09 05:42:00
3,2022-03-23 17:14:00,Thunderstorm,5.5,41.5,33.1,29.05,13.6,MI,2022-03-23 18:41:00
3,2022-03-21 21:54:00,Smoke,5.3,65.2,73.5,29.61,24.8,CA,2022-03-21 23:17:00
4,2022-12-26 04:57:00,Thunderstorm,0.3,64.6,74.7,30.25,13.1,PA,2022-12-26 05:07:00
2,2022-10-03 07:54:00,Clear,0.2,42.2,43.0,28.34,6.5,IL,2022-10-03 09:11:00
4,2022-06-24 22:01:00,Fog,1.2,81.3,22.2,30.37,5.1,FL,2022-06-24 23:28:00
2,2022-01-22 23:09:00,Cloudy,1.2,55.3,36.0,28.08,22.3,NC,2022-01-23 00:40:00
2,2022-04-17 23:10:00,Snow,7.1,43.0,52.0,29.33,17.2,MI,2022-04-18 00:37:00
4,2022-10-28 11:21:00,Smoke,2.2,53.2,33.4,29.76,12.1,GA,2022-10-28 12:17:00
4,2022-11-23 05:51:00,Fog,9.0,69.5,35.5,30.87,14.8,OH,2022-11-23 07:32:00
2,2022-12-05 18:49:00,Smoke,9.3,80.9,51.3,29.72,16.5,TX,2022-12-05 19:36:00
4,2022-10-16 17:29:00,Snow,9.8,63.7,96.9,28.48,7.2,MI,2022-10-16 19:15:00
2,2022-07-02 01:59:00,Rain,9.4,66.8,81.1,29.55,11.3,IL,2022-07-02 02:59:00
3,2022-03-03 14:17:00,Haze,2.9,39.7,45.6,29.19,8.8,IL,2022-03-03 14:35:00
4,2022-03-12 11:45:00,Rain,5.2,94.0,96.1,29.44,11.7,PA,2022-03-12 11:51:00
3,2022-08-27 02:24:00,Fog,1.9,95.0,71.7,28.59,15.0,PA,2022-08-27 02:41:00
1,2022-04-19 14:30:00,Snow,8.1,77.8,56.4,29.5,5.2,FL,2022-04-19 15:08:00
3,2022-01-24 10:14:00,Haze,8.9,31.2,57.5,28.45,11.8,NY,2022-01-24 10:47:00
3,2022-05-29 02:59:00,Rain,8.5,67.6,52.9,30.23,11.6,CA,2022-05-29 04:09:00
2,2022-04-10 02:48:00,Fog,4.4,74.0,38.6,29.78,8.6,CA,2022-04-10 04:28:00
3,2022-12-17 10:09:00,Snow,7.6,99.6,50.9,28.24,30.0,IL,2022-12-17 11:20:00
4,2022-10-03 14:08:00,Fog,1.2,99.7,62.2,30.67,2.2,NY,2022-10-03 15:24:00
2,2022-08-13 22:43:00,Thunderstorm,0.6,90.0,62.2,29.85,19.3,OH,2022-08-14 00:02:00
1,2022-09-24 04:51:00,Snow,7.6,34.5,80.9,28.95,5.2,OH,2022-09-24 06:24:00
4,2022-03-22 23:23:00,Rain,4.4,96.7,48.7,28.14,25.2,NY,2022-03-23 00:41:00
1,2022-02-04 05:37:00,Fog,10.0,72.9,77.3,29.9,27.4,MI,2022-02-04 06:10:00
3,2022-02-11 17:47:00,Smoke,1.2,86.1,66.2,29.12,12.0,TX,2022-02-11 18:49:00
4,2022-08-28 12:57:00,Rain,8.6,58.5,96.9,30.72,24.7,MI,2022-08-28 13:49:00
4,2022-10-12 15:38:00,Fog,4.9,52.4,50.8,28.1,7.5,NY,2022-10-12 16:33:00
1,2022-07-23 03:52:00,Smoke,8.3,62.4,92.1,28.12,4.2,GA,2022-07-23 04:56:00
4,2022-04-12 17:19:00,Smoke,8.2,40.3,85.7,30.85,9.5,TX,2022-04-12 19:02:00
4,2022-04-22 09:01:00,Clear,9.2,55.0,71.0,30.89,10.3,IL,2022-04-22 10:32:00
4,2022-03-06 17:10:00,Smoke,3.1,90.0,72.4,28.08,11.9,OH,2022-03-06 18:30:00
3,2022-10-14 04:31:00,Rain,9.5,32.7,26.8,30.15,11.2,MI,2022-10-14 06:04:00
1,2022-06-01 09:04:00,Rain,1.7,40.6,96.0,28.66,12.3,PA,2022-06-01 10:13:00
4,2022-12-31 08:18:00,Cloudy,1.0,38.8,28.6,30.1,21.3,NC,2022-12-31 08:42:00
2,2022-09-19 08:36:00,Haze,4.4,58.2,65.1,30.61,7.4,TX,2022-09-19 09:25:00
2,2022-01-03 05:16:00,Thunderstorm,8.3,99.8,46.4,28.3,0.6,NY,2022-01-03 05:24:00
2,2022-12-14 23:12:00,Rain,4.8,42.1,54.4,28.72,14.7,OH,2022-12-15 00:18:00
2,2022-12-22 16:31:00,Snow,8.3,40.2,68.8,28.07,13.4,GA,2022-12-22 16:49:00
